text_translation,sentiment_scores,sentiment_label
Is @helmeeuw I recently received an email from the dentist with rules. Corona If you have or someone in your neighborhood then you have been to other dentists,0.0,neutral
Bastards !!! It's Because You EAT them !!! 🤬🤬🤬🤬🤬🤬 https://t.co/JKymI9Kd1N,-0.7326,negative
@Hartstichting like a response? 👇 https://t.co/XqayiQh8Qp,0.3612,positive
"https://t.co/9oC5Ih2yIH
Virus or 5 G gevolg🤔😎👿👹🌎",0.0,neutral
"RT @Politie: Antibacterial bank cards, a COVID Tracker app and countless shops which offer masks: all fake. Thanks engagement ...",0.4215,positive
RT @Rob_Roos: #Merkel and #Macron would total 500 billion euros to give EU countries economically most affected by the #corona l ...,-0.2247,negative
RT @ReintJanRenes For everyone on the behavioral measures in question. Here is everything neatly in a row. Including frequently vrage ...,0.34,positive
@KoenVanderElst Now booking a holiday to China: euthanazië,0.4019,positive
"RT @mauricevannoppe: @FKeuleneer @brunostruys Once the corona crisis over the population is above justice questions.
Without salmon wa ...",-0.1779,negative
"@Zander_Shepherd @DenkNL @SPnl @PvdA @groenlinks @FemkeMerel There is plenty to find that undermines this propaganda. In this thread, for example, you can read why it is not true and where that crap comes from: https://t.co/aDbCamx5GG",-0.8216,negative
@Zander_Shepherd @DenkNL @SPnl @PvdA @groenlinks @FemkeMerel West only cares about Muslims if they can use them to countries where they can not find them. It is so clear that the US criticism indicates China while they Guantanamo Bay itself. The sympathy of our great politicians exploited for imperialism.,0.7944,positive
RT @Panenka_Bart: The homework with the 7-year-old is now primarily a form of mourning. Master Leon is dead. Saturday deceased to Coron ...,-0.802,negative
"@BenGorissen @czhuijgen @wierdduk The people who died (2%) are vulnerable and elderly. The risk is so small again, making it more important to keep the rest of the world to inquire what was going on in Wuhan.",-0.6712,negative
DiEM25 plan to combat the crisis in Europe Corona https://t.co/sFE1aCffMk https://t.co/MgU2cxCNFp,-0.7579,negative
"#Good morning Netherlands
Beloved, let us love one another: for love is of God; and every one that loveth is born of God and knows God.
1 John 4: 7 #liefde #thuiswerken #God #leven #COVID ー 19 # 1 April #christelijk #inspiration #love ❤️
https://t.co/ALVf55X9pk https://t.co/qya9a8tKMG",0.9517,positive
Nation Alize his gold! https://t.co/BFY6JTtQrj,0.0,neutral
The Arab-revolution Daily is out! https://t.co/eyXzn2vxEW Stories via @ASanalla @QuiteBH @mskayyali #amay #coronavirus,0.0,neutral
Follow this guy on events in China #coronarovirus https://t.co/nk1KNIva8S,0.0,neutral
Everyone pretends corona just suddenly gone is nice business,0.34,positive
#salute #arny #navy #airforce #indian #indianarmedforces https://t.co/p3iDZA0d2Q,0.0,neutral
"@ Elenajunior1970 @AEBPITOU That's nice. But it is high time for safety measures, such as a beach or a weekend Ardennes. Or a bank may sit in the park. Not packed sit when there are so many infections. For so we should soon again in strict lockdown!",0.7088,positive
"#aviation in Asia was most affectedness by #COVID ー 19 in first quarter. Europe and the Middle East are experiencing Currently the largest capacity cuts. Number of new cases of the #coronavirus is rising sharply in other continents, Negatively impacting supply over the coming weeks. https://t.co/iZKVJvhASu",-0.2263,negative
"#aviation in Asia was most affectedness by #COVID ー 19 in first quarter. Europe and the Middle East are experiencing Currently the largest capacity cuts. Number of new cases of the #coronavirus is rising sharply in other continents, Negatively impacting supply over the coming weeks. https://t.co/iZKVJvhASu",-0.2263,negative
(According to the situation on March 14) caused the death of 0.01 percent of the annual 60 million deaths worldwide and affects almost exclusively people with relatively low life expectancy. https://t.co/kJYseTn08f,-0.7184,negative
"@roelzns @IvanVandeCloot No, but some citizens remain vigilant and critical: part why this crucial element in the evidence carelessness and underestimating the reason for this crisis ...
Many reacted too late!
https://t.co/6qQAXRpM04 https://t.co/A7XWzi5Vvh",-0.9288,negative
"RT @fthevissen: From ""face masks have absolutely no sense"" to ""it may make sense,"" said studioviroloog. Or even: when stock, it ...",-0.3597,negative
RT @bertwestendorp And heavy user you also get complete misinformation about the reality.,-0.3182,negative
RT @ Sudera0303: That's what happens when you support multinationals like important than protection for caring! So by Mark ...,0.8588,positive
"Spain receives tourists from July: ""We expect you 'https://t.co/nrhnSlrEFB",0.0,neutral
RT @thetwerkinggirl: Looks like Black people are not disproportionately affectedness by Coronavirus When racism is not a factor ... https://t.co/k...,-0.3818,negative
RT @AngelaRayner: My whole family went into isolation for two weeks when i had symptoms-including my sons who both have respiratory health co ...,-0.4019,negative
@UNHumanRights RT: It's Understandable to be alarmed by #Coronavirus. But no amount of fear can excuse prejudice & amp; discrimination against p ...,-0.9153,negative
@UNHumanRights RT: It's Understandable to be alarmed by #Coronavirus. But no amount of fear can excuse prejudice & amp; discrimination against p ...,-0.9153,negative
RT @RTLnieuws: Guests infected with coronavirus in evening reopening German restaurant | Live Blog https://t.co/yClmfZqRNh https://t.co/apzp0CtxNz,-0.4939,negative
RT @GeorgiaLogCabin: Klobuchar's [D-MN] hypocrisy on malaria drug https://t.co/UqwVLt4c17,0.0,neutral
RT @TobyMonteiro: For me though!,0.0,neutral
@Leolucassen @RonSmallenburg While experts know little she put a lockdown that devastated the entire economy ... sometimes it is easy to think more effective than scientific allesweters !!!!!,0.5363,positive
"RT @MarkusBeunk: @Arinkaaaah published today Hong Kong's research shows that is indeed on. Another outdoors passing, corona ...",0.0,neutral
"RT @ peaches07: After reading how the Missouri hairstylist tested positive for coronavirus and still did 84 people hair, I do not trust none of the ...",0.2259,positive
"RT @ peaches07: After reading how the Missouri hairstylist tested positive for coronavirus and still did 84 people hair, I do not trust none of the ...",0.2259,positive
"First case of #coronavirus #wuhancoronavirus confirmed in Sweden

https://t.co/zQIpuJoANe",0.0,neutral
"First case of #coronavirus #wuhancoronavirus confirmed in Sweden

https://t.co/zQIpuJoANe",0.0,neutral
"Although the Netherlands three years after WWII made good use of the Marshall Plan, voting against the bill for a reconstruction plan of Macron and Merkel. The plan also refuse to support other ""saving"" countries of Austria, Sweden and Denmark. https://t.co/bWMwN7k9Hm",0.5267,positive
Footballs !!!! RT @FCUpdate_nl Overview: here European leagues are (not) resume #corona https://t.co/Ga6ID086rr https://t.co/8o5c6J0Zxb,0.0,neutral
Footballs !!!! RT @FCUpdate_nl Overview: here European leagues are (not) resume #corona https://t.co/Ga6ID086rr https://t.co/8o5c6J0Zxb,0.0,neutral
"RT @OmroepON: Now only penetrates through that corona also over the ventilation, air, air ionization and inside temperature (hospitals) can ve ...",0.0,neutral
RT @RTLnieuws: Number corona patients in intensive care units dropped by 25 | Live Blog https://t.co/yClmfZqRNh https://t.co/Aj9a5o2Ngw,0.5423,positive
"RT @PaulBlokhuis: A heartwarming message. It is important that we continue to pay attention to each other, especially at this time.",0.5423,positive
"And if you have been infected, or suspected ... I'm going to #antistoffentest .. @ AlexWFriedrich1 can examine whether we are #immuun and continue with a #vaccin https://t.co/KVZ5AOFuGa",-0.6249,negative
"RT @Politie: Antibacterial bank cards, a COVID Tracker app and countless shops which offer masks: all fake. Thanks engagement ...",0.4215,positive
"First suspect case or being Investigated in africa

#coronavirus #wuhancoronavirus

Botswana https://t.co/2V2SEUUTRg",-0.296,negative
"First suspect case or being Investigated in africa

#coronavirus #wuhancoronavirus

Botswana https://t.co/2V2SEUUTRg",-0.296,negative
"Towering ratings corona update Mark Rutte
https://t.co/TkkWEppyZb https://t.co/NjXtjzsgmH",0.0,neutral
It's finally over! 🦠 https://t.co/lRy3zkh6Xy,0.0,neutral
"RT @ Bogs4NY: NYC Dept. of Health on reports or #Coronavirus case in NYC ""This is inaccurate. There are NO Suspected or confirmed cases in N ...",-0.5904,negative
"RT @mauricedehond: (Happy) still no contamination of the refugees on Lesbos.

So glad they are there as well as the 1.5 meter oversized ...",0.4927,positive
@TheApeBrigade RT: I think we all knowthat coronavirus That's gonna make it's way over here on a fucking wish Order,0.4576,positive
"@SophieintVeld @POLITICOEurope @ D66 Glad you there is Sophie, a prime example why, especially during this corona crisis, the EU is not working. Then we can all when this is over with Netherlands finally just take a step back from the EU! Thx!",0.2462,positive
RT @DrGjCA: Time for a thread about the heroic effort of Thierry Baudet to protect our country against #Coronavirus and egg ...,0.7351,positive
RT @LivEchonews: Live updates as coronavirus quarantine convoy heads to Merseyside https://t.co/Zl7mLzMKn7 https://t.co/VZVmRErdVN,0.0,neutral
@Marco_de_Vries Yes it can not at this time eh Marco corona.,0.4019,positive
"In connection with calculation or fees v lock down in proportion to number of dead state.
They forget for years or lifelong injury survivors up to heart, lungs ... and loss of quality of life psychological effects + = & gt; health, unemployed .... https://t.co/L0gMtuqsKo",-0.836,negative
"RT @detikcom: Selama tiga hari belakangan, jumlah Kasus Baru positif penyakit Akibat Corona virus (COVID-19) mengalami penurunan. Jumlah sp ...",0.0,neutral
For the first time new coronavirus infections in China https://t.co/yMQe6JAKF5,0.0,neutral
RT @prayingmedic: A cargo plane loaded with medical supplies and protective equipment us expected to depart for the U.S. after a phone call ...,0.0,neutral
RT @HCRotterdam: Corona Update March 31,0.0,neutral
"RT @pzregiotielt: This afternoon @StadTielt the restart of the weekly farmers market.
Respect the measures. #COVID ー 19 h ...",0.4767,positive
"ئێران له قهیرانی # كۆرۆنا دا درۆ دهكا
Iran Is Lying About Its Coronavirus Crisis
https://t.co/dyZgWnGOQN",-0.8176,negative
"RT @mariannezw: Extension of the 'insane action ""that we help the prosperity of our children to hell because we did not win ...",-0.8258,negative
"RT @Martinbosma_pvv: Just sleep one night.

And we have finally a D66'er the NPO!",0.0,neutral
"RT @ADshownieuws: Towering ratings corona update Mark Rutte
https://t.co/TkkWEppyZb https://t.co/NjXtjzsgmH",0.0,neutral
"BREAKING: USA Airlines, Delta Air Lines and American Airlines are suspending all flights between the US and China amid #coronavirus #wuhancoronavirus outbreak.",0.0,neutral
"BREAKING: USA Airlines, Delta Air Lines and American Airlines are suspending all flights between the US and China amid #coronavirus #wuhancoronavirus outbreak.",0.0,neutral
"""If we corona policy as letting go, things go wrong 'through @Telegraaf https://t.co/nQUNqL0iBo",-0.4767,negative
RT @ali_naka Rwanda Education Board-@REBRwanda has Launched an e-learning YouTube channel to Facilitate students to continuously Their study ...,0.128,positive
"RT @morningmoneyben: Pretty incredible That we've gone from ""hoax"" and ""totally under control"" to a best case scenario of 100K to 200K dead ...",0.4767,positive
@BGR RT: Here's what looks like coronavirus https://t.co/FcfiJyzk8L https://t.co/2e6wbM3GLc,0.3612,positive
Nice initiative. https://t.co/LXzDfejUq5,0.4215,positive
RT @medichulston: Last night I certified deaths far more than I can ever remember doing in a single shift. The little things hit you: a boo ...,0.0,neutral
RT @de_willem: Another corona song to keep the mood. https://t.co/amX0STUz7E,0.0,neutral
RT @BC_Valkenswaard: Corona crisis affects us all. The social impact and the uncertainty of the corona crisis w ...,-0.891,negative
Starting today cost a liter of gasoline in Israel only NIS 4.89 either € 1.25. But no one has anything about it now you can not go beyond 100 meters of your house https://t.co/AlMd6X2MOR,-0.4215,negative
Trump calls to allow Florida to cruise with coronavirus infections https://t.co/qbsLVAogHN (via @NUnl),0.2263,positive
Towering ratings corona update Mark Rutte https://t.co/ysKqHcXCPO,0.0,neutral
RT @Cvriesema: Pride today two patients waved seriously ill and exhausted in our hospital entered the intensive care were oh ...!,-0.1759,negative
"RT @destandaard: Zuienkerke, the village without corona https://t.co/0acMeEdbih https://t.co/nyZKHba6Kd",0.0,neutral
"RT @MaartenVLEVA: Freedom of movement in times of corona: the European Commission takes action. For workers, goods, services and the situ ...",0.6369,positive
RT @ HealthWatch123: Ontario chiropractor claims chiropractic treatment can help fight Coronavirus by increase increasing immune system & amp; treating https: // ... t,0.5574,positive
A good friend of mine said today that he has no more cash. He must go to the bank. But the banks are closed. He can not even reactivate his card. # Covid19 #suriname https://t.co/eCNcdbCZ4y,0.3506,positive
"RT @JoostNiemoller: For many people, the message will be clear: you pull something from nowhere to. #Corona measures

https://t.co/I...",0.3818,positive
"RT @ W7VOA: ""I always say, even without it, it (# COVID19) goes away,"" adds @POTUS.",0.0,neutral
"RT @ W7VOA: ""I always say, even without it, it (# COVID19) goes away,"" adds @POTUS.",0.0,neutral
"The Hofclub Working Meetings and excels in hospitality. From the moment you step inside, you feel that turns the people here. Easily accessible in Utrecht. Obviously corona-proof and reserve with added value!
#socialimpact #menscentraal #mvo
https://t.co/JhHp0qW7nN https://t.co/5tB3tXiHWW",0.8221,positive
RT @MaartenHijink Cabinet wants no external study on what measures have been effective in the fight against the coronavirus. O…,-0.1779,negative
"RT @raadzwijndrecht: Tonight council from 19.30 on, inter alia Bi-zone Groote Lindt 2021-2026 Local emergency corona and deba ...",-0.3818,negative
RT @AdityaRajKaul: Hiding Chinese PLA casualties isnt goodwill. This is to save global embarrassment When China is facing heat on Corona Vi ...,-0.2263,negative
"Unfortunately, an anti-inflammatory killer is not a virus! https://t.co/LcaOkn9rJR",-0.7901,negative
Corona touch sensitive areas extra hard - https://t.co/qYdElSWSZ5,-0.1027,negative
Strong antibodies to coronavirus found https://t.co/vUnNFTFmbh,0.5106,positive
RT @ W7VOA: #Mexico says it has agreed with the US to extend for 30 days the restrictions on non-essential travel across Their shared border ...,0.6369,positive
RT @ W7VOA: #Mexico says it has agreed with the US to extend for 30 days the restrictions on non-essential travel across Their shared border ...,0.6369,positive
"RT @nieuwsbliknl: Read ""Amazon monitors social distancing with smart cameras"" New Look - https://t.co/WsQADToH3v - Amazon wants to ...",0.6249,positive
"RT @ Aspirides78 Hahaha understandable ... THEN COMES OUT OF THEIR FRAUD!
There is never been a pandemic, Rutte VVD have used it to ...",-0.3016,negative
"RT @ W7VOA: ""It's way ahead of schedule,"" adds @POTUS, who then Predicts That before the end of the year there'll be a very effective vaccine ...",0.5256,positive
"RT @ W7VOA: ""It's way ahead of schedule,"" adds @POTUS, who then Predicts That before the end of the year there'll be a very effective vaccine ...",0.5256,positive
@EenVandaag come look at the @GGDWestBrabant source and contact research Corona well organized! Why today so one-sided story #eenvandaag?,0.3382,positive
"RT @GerhardVerwox: However strange that many people get the itch to Muslims. Such sympathetic, compassionate people.",0.6908,positive
@ DavidSantoro1 @drdianaro @DrEricDing @HelenBranswell @Laurie_Garrett @MackayIM That's why the current frontrunners (eg Moderna) in the Corona vaccine race are using platform technologies. They have vaccines for other diseases in development using the same technology and extensiveness clinical / manufacturing experience. Just simply switched the antigens.,0.0,neutral
"LIVE. WHO warns of coronavirus infection for people who have traveled to China, four n ... https://t.co/ViiXqt3V9l via @HLN_BE",-0.1027,negative
"RT @PimV This would many talk shows and celebs, or by what goes on, should heed https://t.co/5tCnbWpURt",0.0,neutral
@Dushidee There's my problem a bit. Did not have much faith in the RIVM. e.g Message 24Jan. The day Wuhan began a new hospital. Because the virus is so contagious. 😞 https://t.co/nmcrusDwKo,-0.7991,negative
"The corona virus is spreading. The outbreak may have consequences for Dutch entrepreneurs doing business with China.

https://t.co/OC9GLRXppy",0.0,neutral
"@SkyNews For Those wanting to follow how much the #coronavirus is being Discussed in the media, check out https://t.co/Txb9EMpmly",0.0,neutral
"RT @TimesNow: Corona Virus outbreak: Chinese malls reward people working outdoors with free drinks and snacks.

https://t.co/TGulOTdjb1",0.7906,positive
"@XHNews For Those wanting to follow how much the #coronavirus is being Discussed in the media, check out https://t.co/Txb9EMpmly",0.0,neutral
James Bond film worldwide postponed until November coronavirus https://t.co/DFEm7svSWp,-0.2023,negative
James Bond film worldwide postponed until November coronavirus https://t.co/DFEm7svSWp,-0.2023,negative
RT @rwesthoek: Pull that cesspool but open! Parliament urges independent investigation into corona approach https://t.co/GzCmmYirHl,0.0,neutral
"RT @NCStinn: Scientists: you shouldering wash your hands Because Of Coronavirus.

People: I'm gonna stop flying, hoard masks, work from home & amp; t ...",-0.296,negative
🇨🇳🔛🔥 # China: Chinese Military Personnel Charged for Hacking into Equifax https://t.co/gZMxgAxxzF #chinese #Innovation #digitaltransformation https://t.co/OSwdfixWdQ,-0.2023,negative
Corona stopping my packages wrrr https://t.co/dDpj4825Be,-0.1531,negative
@ Barry78trucker You in China,0.0,neutral
@azizfirat food: maison bertraux / Chinatown / mother clucker / Borough Market / the mantl,0.0,neutral
"RT @ancapoen If Corona teaches us one thing, it is that certain crucial issues may also be locally produced. Applies not only ...",0.2732,positive
RT @xinwenxiaojie: Nine thatthey know or,0.0,neutral
RT @Beaking_News: Hong Kong's health minister says nine people have Breached the quarantine order Introduced over the weekend to combat # co ...,-0.34,negative
RT @SchoonLier: Today spotted in the parking lot of the #ziekenhuis in Lier. Erm? What? Spraying against #corona? Or just against the weeds? Ho ...,0.0,neutral
@schulte_stef @sagebiel @charles_consult @ polit2k @SASlaugh @DLF That Seems to be the case and for a whole lot COVID-19 is just a test case for other purposes.,0.0,neutral
20 soldier were killed in Eastern Ladakh valley Galvan #LadakhBorder #Ladakh #coronavirus https://t.co/UgBb3VVn4o,-0.6705,negative
". @ LiesbethHomans (@de_NVA) strand during debate #coronavirus: ""If you do not care, go to the coffee room"" https://t.co/e2gVgYoOIj
#BelgaVideo",-0.3875,negative
RT @PalomaSanchez: The legendary Jung Chang is the publishing house to talk about her latest book * Daughters of China *. Tomorrow ...,0.0,neutral
RT @PalomaSanchez: The legendary Jung Chang is the publishing house to talk about her latest book * Daughters of China *. Tomorrow ...,0.0,neutral
"RT @telegraaf: A special type of UV light from lamps of the Dutch lighting company Signify, emerged from Philips is effecti ...",0.4019,positive
"RT @tomgrundy: 1 / Striking medics might feel scammed?

https://t.co/yxokDNQfqF

Many thought this - ""essentially"" a border closure - Meant ...",0.0,neutral
"RT @KenRoth: Effect of the coronavirus epidemic on Hong Kong pro-democracy protests? For now, protesters stay home to stay safe. Over long ...",0.0258,neutral
"RT @benedictrogers: A great interview by my friend @lukedepulford with @TUU_HK

Hong Kong is indeed ""the fault line, the dividing line"" bet ...",0.6808,positive
"RT @AlinejadMasih: A video from a mortuary in Qom, Epicenter, or #CoronaVirus, has leaked.

The person who fired the video says ""Bodies of the ...",-0.7096,negative
The International Monetary Fund (IMF) has allocated funds to fight the crisis corona. https://t.co/rKCE3pbE7C,-0.7717,negative
The International Monetary Fund (IMF) has allocated funds to fight the crisis corona. https://t.co/rKCE3pbE7C,-0.7717,negative
Forty GPs flu patients also now check coronavirus https://t.co/WleGuj5joA in #Nederland,-0.3818,negative
RT @telegraaf: A boss has its spitz lit with corona. https://t.co/euRE6CcQaA,0.0,neutral
RT @nurelihope: #Uyghurs who are recently Transferred to China's factories from #EastTurkistan for doing forced labor work. They look like ...,-0.128,negative
RT @robertjensen Rutte put us even more firmly without ANY signal when we go from here. This is scary and outrageous. STOP LOCKDOW ...,-0.8455,negative
"Had blow tonight at Schiphol trap of the military police. Do a good job of course, but with a device that can close in was blown without clean own spout. I felt a little crazy at this time, in that place. Protest helped; got another thing. #coronavirus",-0.7749,negative
@Ihucash RT: Is it on tour?,0.0,neutral
"RT @LanceBC: COVID-19 requires more than 100 deaths in Italy, schools closed until March 15 https://t.co/nz5RK7jkou",0.0,neutral
RT @EWdeVlieger: Ahaaaaa! The cat's out of the bag. It is self-interest https://t.co/n9mssmfaoG,0.0,neutral
"""There is something cynical corona coming to pass is to come to the mink breeding an early deathblow to be https://t.co/AcrqkmhpYz",-0.3818,negative
$ PINS Pinterest now showing custom search results for coronavirus to combat misinformation https://t.co/2kteImQkR9,-0.5719,negative
RT @WillemPostUSA: Better than expected US: Retail sales jump 17.7% in May amid COVID 19-pandemic,0.4404,positive
"In Holland They are planning to put people with the #coronavirus in the elderly homes ... Yes, really, put them with people who are old and sick .... You can not make this up .... 🤔🤨 https : //t.co/IKZyjdBUTl",-0.1531,negative
"@PhRoose RT: We are survivors:

☑️Gekkekoeienziekte ('90)
☑️Millenium Bug (1999)
☑️Sars (2002)
☑️H5N1 (2005)
☑️Terugkeer of Satan (06/0 ...",0.0,neutral
"Meanwhile, the world remains in the fire, see already considerable unrest / riots #Parijs and how serious the 2nd #Corona wave #China? But the current market is in one ambiguous #bubbel. #Futures See back up sprinting. You are allowed to pause longer #FED not intelligent☝️",-0.4588,negative
"Meanwhile, the world remains in the fire, see already considerable unrest / riots #Parijs and how serious the 2nd #Corona wave #China? But the current market is in one ambiguous #bubbel. #Futures See back up sprinting. You are allowed to pause longer #FED not intelligent☝️",-0.4588,negative
"RT @OlaTinee: Coronavirus: Africa are you ready ???

Africans: Yeaaa

Coronavirus: I said Africans are you readdyyyyyyy 🤘🏾🤘🏾🤘🏾🤘🏾🤘🏾",0.466,positive
RT @awardless: @livecrisisnews In 5 days the first person Transmitted coronavirus to 61 others aboard a cruise ship.,0.0258,neutral
RT @heloisesell: perhaps the coronavirus is not originated from bats soup but from the communal kitchen of my kotgebouw,0.0,neutral
"Like the coronavirus which threatens our economy, there is an even more dangerous threat, which is a computer virus attack our digital network indefinitely platleg. No electricity, no water, no gas. Thrown back to the stone age, are so fragile we https://t.co/pEfszGhu6D",-0.942,negative
Brussels St. Peter's Hospital filed a criminal complaint for defamatory / error messages about the hospital and the coronavirus is spread through social media. UMC St. Peter is one of the referral hospitals. #Belga,-0.8074,negative
The death toll in China from the new coronavirus has risen to 717. https://t.co/KzPeRWJiyv,-0.5994,negative
Also Lukaku and Mertens top shape at the European Championships thanks Corona @pieterderks https://t.co/ZlRzCYEClS,0.7845,positive
RT @corinevloet: Reading tip: Reporter's Notebook: Life and death in a Wuhan coronavirus ICU https://t.co/a59sehIvWs,-0.5994,negative
"There are now more than 34,000 #Coronavirus Cases and the death toll has risen to 720.",-0.5994,negative
"RT @PA: #Breaking Ireland's coronavirus death toll has risen to 1,709 After a further three deaths were Announced by the National Public He ...",-0.5994,negative
"""Deeply saddened Ruud was when he heard that Elisabeth was already deceased at corona 'https://t.co/VTb1iUOFwq",-0.5709,negative
"RT @giannagruen: 16 / X Reporting beyond the case numbers: How to brainstorm story ideas COVID-19 data
https://t.co/LA2s2SHlU8",0.0,neutral
"RT @SocialistenAlkm: Like the coronavirus which threatens our economy, there is an even more dangerous threat, and that is a computer ...",-0.8004,negative
@yourfavfantasyy KWD a corona patient,0.0,neutral
@onzenormennu @ abouhafs52 Want? There are so many articles about Corona. Get real or photos with other people over.,0.0772,positive
This is new to me. Twitter nudged Demense to @rivm #coronavirus https://t.co/tm8kFRP4Kp,0.0,neutral
This is new to me. Twitter nudged Demense to @rivm #coronavirus https://t.co/tm8kFRP4Kp,0.0,neutral
RT @AP: The steroid reduced deaths by 35% in COVID 19-patient 'who needed treatment with breathing equipment and by 20% in Those only needin ...,0.0,neutral
RT @GSMA: GSMA Update on Coronavirus https://t.co/sSuCpKxSLi https://t.co/aGo86kjy48,0.0,neutral
"RT @Ernystein: #vindicat confinement and clean. How long they pick this arrogant antisocial behavior even at that University of Groningen, where o ...",-0.2617,negative
"RT @IkNet: That will be the day! Can t vaccine in the trash. -Doei 8 billion-.
Existing anti-inflammatory potential life saver for ...",0.0,neutral
"RT @ firefoxx66 Was incredibly pleased to get to talk to @CNNMoneyCH today about how @nextstrain, GISAID, sequencing, & amp; Fast #opendata # ope ...",0.4927,positive
"@evdefender Probably inaccurate to extend a massive. We are suppose to see an exponential growth in infected and killed. This is just someone adding a few to make it look OK. Based on the response panicking or China, it's much, much worse.",-0.816,negative
"@evdefender Probably inaccurate to extend a massive. We are suppose to see an exponential growth in infected and killed. This is just someone adding a few to make it look OK. Based on the response panicking or China, it's much, much worse.",-0.816,negative
"RT @OlaTinee: Coronavirus: Africa are you ready ???

Africans: Yeaaa

Coronavirus: I said Africans are you readdyyyyyyy 🤘🏾🤘🏾🤘🏾🤘🏾🤘🏾",0.466,positive
"RT @RexChapman: Coronavirus instructions.
Wait for it ... https: //t.co/WvnKBwKUtb",0.0,neutral
"RT @berthofmanecon: Chinese tourist spends $ 280bn overseas, almost 20 percent of world total tourism spending. Neighboring economies are ex ...",0.0,neutral
"Coronavirus: a spring full of sniffles, coughing and uncertainty https://t.co/TNrXByr87p https://t.co/CQY2ori7Pm",-0.34,negative
RT @gem_Beuningen: It is very nice that we got a terrace can hold or grab a snack. It seems as if there is no more corona. ...,0.2247,positive
"The fight against windmills. Distribution everywhere. Rent reduction necessary, but reality is different. Sign the petition on https://t.co/F2C1Y3jlP2 for #eerlijkehuur Fine if organizations @Woonbond would support it too ... Sharing is fine. https://t.co/tniYsMmbUg",0.8705,positive
"RT @statsgh: Monies Needed to Contain Coronavirus

WHO - US $ 675 million needed for new coronavirus preparedness and response plan ... global.",0.0,neutral
"RT @RegLombardia: #LNews #coronavirus
Import Ante sottolineare che dei 143 positivi segnalati oggi si riferisce a un numero rilevante infez ...",0.6369,positive
RT @jacobspoelstra: Leaving aside the coronavirus I find Vindicat Students quarantined're putting a good idea. #vindicat,0.4404,positive
@PostNL & gt; & gt; (2) Then it was a day of Pb 7000 in The Hague. Now I'm just going to return the China. How can I stop this and in my hometown Wooden deliver !? Rush! 3SPAMS1228245 https://t.co/lEEJ7bQK3A,0.3786,positive
RT @LvdSt: I will not passive-aggressive retweet-by-note. But the number of Twitter users on the basis of an unhappy geformulee ...,-0.5023,negative
Coronavirus seems to be developing into a pandemic. Very worrisome this.,-0.4576,negative
😥 https://t.co/e2vkrJGkuk,0.0,neutral
"Good news for our students in the Leiden University College The Hague is no question of a coronavirus infection. The second test was negative. Student isolation is lifted.

Information coronavirus - updated March 4, 19: 00h - Leiden University https://t.co/JrLuOsBAXb",-0.6908,negative
"RT @HillaryClinton: Listen to the FDA, not this president.",0.0,neutral
"Pity that coronavirus was not playing at the time of #TheRiseOfSkywalker. That they had better postpone for six months instead #jamesbond
 
https://t.co/F4kEkZelrn",-0.2003,negative
RT @UniLeiden: Good news for our students in the Leiden University College The Hague is no question of a coronavirus infection. The second…,0.1779,positive
Premiere Bond film No Time To Die postponed because of coronavirus - https://t.co/tWT7PYnGjV,-0.7845,negative
RT @Reuters: Apple to delay reopening of retail stores in China https://t.co/xKCJQ6ZHRB https://t.co/MWGqGrktul,-0.3182,negative
"@ 38 Fiets2016 That can add up pretty damn quick if nothing is done.
82% increase means a day:
Netherlands March 4, 38 infected
Netherlands March 11, 2000 infected
Netherlands March 18 103,000 infected

Bruins soon stutter again # op1 or #jinek?
#Coronavirusnl #corona #coronanederland https://t.co/StTz0XnmZ2",-0.8316,negative
"I can confirm a significant Increase in the number of people That Their wash hands after using the toilet.

Thanks Corona!",0.7644,positive
"@Mirandadkeijzer RT: Did I turn, there prevails Corona I get an ordinary 'ordinary' flu # COVID2019 #bed #paracetamol",-0.3818,negative
"RT @LeoniqueUnique: Stop The 1.5 meter society. Of necessity through anarchy od ..
This scam. This is sheer oppression! Under the cor ...",-0.7345,negative
"RT @ pd4ejp: Sorry, but the minister wants to take the corona patients in nursing homes do not get it!
1- There are NO empty beds there. ...",-0.7609,negative
"@sarahrepucci @Smith_JeffreyT They just need the money That comes in the form of aid for the Epidermic. Uganda, for example, China just wants to change the narrative",0.0,neutral
RT @BillyBaldwin: Just hilarious ... God help us !! 🤪 https://t.co/IVTYFicVLT,0.7955,positive
"I think anybody chopping peppers Regularly will agree: Do not chop peppers with bare hands, wear gloves. https://t.co/IAdHXonhVK",0.3612,positive
RT @ lewinskylou2: In your elbow cough. Once additional wash your hands. Thus the opinions of the Netherlands Government o.l.v. Rutte.,0.0,neutral
"Coach Klopp Liverpool on corona ""Something that I do not know you have to ask me about, that I say nothing about."" Wise man ... https://t.co/S5HjZ6qRqu",-0.3724,negative
RT @ PeterSweden7: Poland and Hungary got Their first cases of Corona virus 🇵🇱🇭🇺,0.0,neutral
RT @ lewinskylou2: In your elbow cough. Once additional wash your hands. Thus the opinions of the Netherlands Government o.l.v. Rutte.,0.0,neutral
RT @GGDGenV: Two residents of Gooi and Vecht have been infected with the coronavirus (COVID-19). GGD brings Gooi and Vecht ...,-0.4939,negative
#coronavirus Infection rates jump in China's coastal business hubs https://t.co/mKuGHhPJv6,0.0,neutral
